year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
1991,MAC,Iat Pong,Lei,0,2,0,0,2,0,4,268,
1991,MAC,Sin Fan,Tang,1,1,1,1,0,0,4,268,
1991,NLD,Sander,van Rijnswou,0,2,0,2,0,0,4,268,
1991,PHI,Ronaldo N.,Carpio,0,1,2,0,1,0,4,268,
1991,POR,Filipe João Buavium,Arajou,0,2,2,0,0,0,4,268,
1991,ESP,Ignacio,Marcos Primo,0,0,1,1,2,0,4,268,
1991,ALG,El-Oualid,Amara Med,2,0,0,1,0,0,3,279,
1991,COL,Federico,Ardila Mantilla,0,0,2,0,0,1,3,279,
1991,CUB,Rely,Pellicer Bidot,1,1,0,0,1,0,3,279,
1991,FIN,Kenrick,Bingham,0,1,0,0,0,2,3,279,
1991,ISL,Hersir,Sigurgeirsson,0,2,0,0,1,0,3,279,
1991,IRL,David,Malone,1,0,0,0,1,1,3,279,
1991,MAC,Vai Meng,Aliás Ng,0,0,3,0,0,0,3,279,
1991,MAC,Tan,Lei,0,0,0,0,3,0,3,279,
1991,MNG,Nyamsurengiin,Batzaya,0,0,2,0,1,0,3,279,
1991,SGP,Li Ying,Lim,0,0,3,0,0,0,3,279,
1991,ALG,Cherif Ahmed,Ketfi,0,1,0,0,1,0,2,289,
1991,BAH,Raed Hashem,Al-Alawi,1,0,0,1,0,0,2,289,
1991,ISL,Gestur,Guðjónsson,0,1,0,0,1,0,2,289,
1991,MAC,Chi Fong,Lei,0,1,0,0,0,1,2,289,
1991,MAC,Kuong Hang,Leong,0,0,0,1,1,0,2,289,
1991,MNG,Altantsetsegiin,Enkhbayar,0,1,0,0,1,0,2,289,
1991,ESP,Bravo,de Mansilla Jimenez,0,0,0,1,1,0,2,289,
1991,THA,Saree,Satukijchai,1,0,0,0,1,0,2,289,
1991,ALG,Riadh,Souissi,1,0,0,0,0,0,1,297,
1991,BAH,Amer Ebrahim,Al-Darazi,0,0,1,0,0,0,1,297,
1991,BAH,Aymen Hasan,Al-Yousif,1,0,0,0,0,0,1,297,
1991,CYP,Andreas,Kousiappas,0,0,0,0,1,0,1,297,
1991,FIN,Ville,Voipio,0,1,0,0,0,0,1,297,
1991,ISL,Bjarni,Halldórsson,0,1,0,0,0,0,1,297,
1991,IDN,I. Ketut Budi,Muliarta,0,1,0,0,0,0,1,297,
1991,NOR,Thomas Ruud,Sollien,0,0,0,0,1,0,1,297,
1991,ALG,El-Machkouria,Bouabed,0,0,0,0,0,0,0,305,
1991,BAH,Abdul-Nabi Maythem,Al-Sadadi,0,0,0,0,0,0,0,305,
1991,BAH,Huda Ahmed,Ghuloom,0,0,0,0,0,0,0,305,
1991,BAH,Waleed Saleh,Khamis,0,0,0,0,0,0,0,305,
1991,ISL,Grétar,Kárason,0,0,0,0,0,0,0,305,
1991,ISL,Ásbjörn,Ólafsson,0,0,0,0,0,0,0,305,
1991,NOR,Rune,Skårsmoen,0,0,0,0,0,0,0,305,
1991,POR,Luís Pedro Assunção,Godinho,0,0,0,0,0,0,0,305,
1992,CIS,Dmitri A.,Arinkin,7,7,7,7,7,7,42,1,Gold medal
1992,CHN,Wei,Luo,7,7,7,7,7,7,42,1,Gold medal
1992,CHN,Kai,Shen,7,7,7,7,7,7,42,1,Gold medal
1992,CHN,Baozhong,Yang,7,7,7,7,7,7,42,1,Gold medal
1992,CHN,Yin,Zhang,7,7,7,6,7,7,41,5,Gold medal
1992,CHN,Simai,He,7,7,7,5,7,7,40,6,Gold medal
1992,ROU,Geffry,Barad,7,7,7,7,7,5,40,6,Gold medal
1992,AUS,Benjamin,Burton,7,7,7,7,7,4,39,8,Gold medal
1992,CAN,Jeffrey,Grossman,7,7,7,7,3,5,36,9,Gold medal
1992,USA,Kiran,Kedlaya,7,7,7,7,1,7,36,9,Gold medal
1992,JPN,Hiroki,Kodama,7,7,7,7,0,7,35,11,Gold medal
1992,UNK,Mark,Walters,7,1,6,7,7,7,35,11,Gold medal
1992,USA,Robert,Kleinberg,7,7,7,7,1,6,35,11,Gold medal
1992,ROU,Şerban,Nacu,7,7,7,4,2,7,34,14,Gold medal
1992,TUN,Masmould,Nader,7,7,7,7,1,5,34,14,Gold medal
1992,UNK,Eva,Myers,7,4,7,7,2,7,34,14,Gold medal
1992,BGR,Nikolay,Nikolov,7,1,7,7,7,4,33,17,Gold medal
1992,CHN,Hong,Zhou,6,7,7,6,0,7,33,17,Gold medal
1992,KOR,Jong Won,Park,7,4,7,7,6,2,33,17,Gold medal
1992,USA,Lenhard,Ng,7,7,7,7,1,4,33,17,Gold medal
1992,VNM,Nguyễn,Xuân Dao,7,7,1,7,7,4,33,17,Gold medal
1992,CIS,Andrey N.,Malutin,6,3,7,2,7,7,32,22,Gold medal
1992,FRA,Patrick,Popescu-Pampu,7,7,1,7,7,3,32,22,Gold medal
1992,HUN,Attila,Pór,7,7,7,7,1,3,32,22,Gold medal
1992,RUS,Aleksey,Chilikov,7,7,7,7,0,4,32,22,Gold medal
1992,RUS,Pavel,Kozhevnikov,7,7,7,7,0,4,32,22,Gold medal
1992,CIS,Aleksey Y.,Nagin,7,7,7,6,0,4,31,27,Silver medal
1992,CZS,Michal,Stehlík,7,3,7,2,7,5,31,27,Silver medal
1992,GER,Christoph,Bergemann,7,1,7,2,7,7,31,27,Silver medal
1992,IRN,Kasra,Rafie,7,7,7,7,0,3,31,27,Silver medal
1992,ROU,Gabriel,Turinici,7,7,7,7,0,3,31,27,Silver medal
1992,UKR,Alexei,Borodin,,,,,,,31,27,Silver medal
1992,CIS,Ivan V.,Izmestiev,7,4,7,6,0,6,30,33,Silver medal
1992,GER,Jakob,Stix,7,7,3,6,3,4,30,33,Silver medal
1992,HUN,Zoltán,Újvári-Menyhárt,7,7,7,7,0,2,30,33,Silver medal
1992,JPN,Hiroki,Tamura,7,7,7,1,1,7,30,33,Silver medal
1992,SWE,Fredrik,Andréasson,4,4,5,6,7,4,30,33,Silver medal
1992,SWE,Andreas,Strömbergsson,7,3,7,7,0,6,30,33,Silver medal
1992,YUG,Igor,Dolinka,7,7,7,6,0,3,30,33,Silver medal
1992,CIS,Vladimir V.,Nekrachevich,7,7,7,5,0,3,29,40,Silver medal
1992,FRA,Vincent,Lefevre,7,3,7,7,0,5,29,40,Silver medal
1992,JPN,Tatsuyuki,Iwata,5,3,7,7,3,4,29,40,Silver medal
1992,NLD,Chris,Stolk,7,3,7,5,0,7,29,40,Silver medal
1992,ROU,Radu Alexandru,Todor,4,7,7,7,0,4,29,40,Silver medal
1992,RUS,Ruslan,Ismailov,7,7,7,2,0,6,29,40,Silver medal
1992,TWN,Tse Jen,Wei,7,4,1,6,7,4,29,40,Silver medal
1992,YUG,Vladimir,Božin,7,7,7,3,0,5,29,40,Silver medal
1992,CZS,Michal,Kubeček,7,7,7,1,0,6,28,48,Silver medal
1992,PRK,Chei Jun,Ryu,7,5,7,6,0,3,28,48,Silver medal
1992,UNK,Robin,Michaels,7,7,2,1,7,4,28,48,Silver medal
1992,UNK,Luke,Pebody,7,5,7,1,3,5,28,48,Silver medal
1992,PRK,Gwang Chol,Li,7,5,3,7,0,5,27,52,Silver medal
1992,PRK,Chol Su,Yun,7,5,5,7,0,3,27,52,Silver medal
1992,FRA,Denis,Auroux,7,1,7,7,1,4,27,52,Silver medal
1992,ISR,Rom,Pinchasi,6,7,6,6,0,2,27,52,Silver medal
1992,THA,Pinai,Linwong,7,1,5,7,5,2,27,52,Silver medal
1992,USA,Wei Hwa,Huang,2,3,7,5,5,5,27,52,Silver medal
1992,BEL,Bart,de Bruyn,7,4,1,7,0,7,26,58,Silver medal
1992,BGR,Mladen,Dimitrov,7,1,7,7,1,3,26,58,Silver medal
1992,IRN,Amir,Jafari,6,7,5,6,0,2,26,58,Silver medal
1992,ISR,Ilya,German,7,7,0,1,7,4,26,58,Silver medal
1992,JPN,Atsuo,Yamauchi,7,7,3,4,0,5,26,58,Silver medal
1992,POL,Łukasz,Wiechecki,7,7,2,7,0,3,26,58,Silver medal
1992,USA,Andrew H.,Schultz,7,3,1,5,3,7,26,58,Silver medal
1992,VNM,Nguyễn,Quốc Khánh,5,7,2,7,0,5,26,58,Silver medal
1992,GER,Norbert,Hoffmann,7,7,7,1,0,3,25,66,Silver medal
1992,GER,Stefan,Schwarz,7,3,4,4,0,7,25,66,Silver medal
1992,HKG,Kar-Keung,To,7,7,2,7,0,2,25,66,Silver medal
1992,HUN,Balázs,Szendrői,7,3,4,6,0,5,25,66,Silver medal
1992,NOR,Jan Kristian,Haugland,7,2,1,7,1,7,25,66,Silver medal
1992,TWN,Chuan-Hsiang,Huang,7,4,2,7,0,5,25,66,Silver medal
1992,TWN,Hung-Wu,Wu,7,4,0,7,0,7,25,66,Silver medal
1992,VNM,Nguyễn,Thành Cong,7,7,1,7,1,2,25,66,Silver medal
1992,ARG,German Maximiliano,Müller,7,7,0,7,1,2,24,74,Silver medal
1992,AUS,Anthony,Henderson,7,7,4,2,0,4,24,74,Silver medal
1992,FRA,Paul,Zinn-Justin,7,7,1,7,0,2,24,74,Silver medal
1992,HUN,Gyula,Lakos,7,7,7,0,1,2,24,74,Silver medal
1992,IND,Kaustubh,Namjoshi,0,7,5,7,0,5,24,74,Silver medal
1992,IRN,Ramin,Taklubighash,7,7,1,7,1,1,24,74,Silver medal
1992,LVA,Andris,Ambainis,7,7,2,1,0,7,24,74,Silver medal
1992,RUS,Yulia,Pevtsova,7,7,7,0,0,3,24,74,Silver medal
1992,SGP,Chu Wee,Lim,6,4,1,5,1,7,24,74,Silver medal
1992,USA,Sergey,Levin,7,5,3,5,0,4,24,74,Silver medal
1992,BEL,François,Glineur,7,7,0,6,1,2,23,84,Bronze medal
1992,PRK,Ryong Sok,Chang,7,7,0,7,0,2,23,84,Bronze medal
1992,IND,Nilakantan,Niranjan,7,4,0,7,0,5,23,84,Bronze medal
1992,IRN,Reza,Naserasr,5,2,4,7,1,4,23,84,Bronze medal
1992,CZS,Martin,Niepel,7,3,1,5,0,6,22,88,Bronze medal
1992,ITA,Alberto,Canonaco,7,7,3,0,1,4,22,88,Bronze medal
1992,KOR,Eun Soo,Lee,7,2,4,6,1,2,22,88,Bronze medal
1992,ROU,Alexandru,Popa,6,7,0,7,0,2,22,88,Bronze medal
1992,RUS,Michail,Nikulin,0,5,0,6,7,4,22,88,Bronze medal
1992,UKR,Denis,Dudko,7,1,7,7,0,0,22,88,Bronze medal
1992,UNK,Oliver,Johnson,7,2,0,5,1,7,22,88,Bronze medal
1992,YUG,Velibor,Tintor,7,3,7,5,0,0,22,88,Bronze medal
1992,CAN,Naoki,Sato,7,2,0,7,0,5,21,96,Bronze medal
1992,CZS,Luboš,Motl,5,2,1,7,0,6,21,96,Bronze medal
1992,HKG,Pei-Fung,Lam,7,4,1,7,0,2,21,96,Bronze medal
1992,ISR,Omer,Angel,0,7,6,1,0,7,21,96,Bronze medal
1992,ROU,Cristian,Mangra,7,7,1,6,0,0,21,96,Bronze medal
1992,UKR,Oleksandr,Korniienko,7,4,7,1,0,2,21,96,Bronze medal
1992,UNK,Karen,Page,7,5,1,5,1,2,21,96,Bronze medal
1992,VNM,Nguyễn,Xuân Long,7,5,0,7,0,2,21,96,Bronze medal
1992,BGR,Augustin M.,Marinov,6,7,0,4,0,3,20,104,Bronze medal
1992,BGR,Iasen P.,Siderov,7,3,0,7,0,3,20,104,Bronze medal
1992,COL,Andres Eduardo,Caicedo,6,5,0,7,1,1,20,104,Bronze medal
1992,HUN,Gergely,Faragó,5,3,2,2,1,7,20,104,Bronze medal
1992,KOR,Jiwoong,Park,7,4,0,6,1,2,20,104,Bronze medal
1992,SGP,Chek Beng,Chua,0,7,7,6,0,0,20,104,Bronze medal
1992,UKR,Aleksej,Teplinskij,6,7,0,7,0,0,20,104,Bronze medal
1992,YUG,Mladen,Laudanović,7,3,0,7,1,2,20,104,Bronze medal
1992,YUG,Ranko,Lazić,7,0,6,6,1,0,20,104,Bronze medal
1992,BEL,Claude,Desset,7,5,3,3,1,0,19,113,Bronze medal
1992,CZS,Pavel,Růžička,5,0,1,2,7,4,19,113,Bronze medal
1992,GER,Andreas,Klein,5,4,7,0,0,3,19,113,Bronze medal
1992,GER,Eike,Lau,5,5,4,5,0,0,19,113,Bronze medal
1992,PHI,Wyant S.,Chan,7,4,1,7,0,0,19,113,Bronze medal
1992,RUS,Dmitry,Karpov,7,1,7,0,1,3,19,113,Bronze medal
1992,TUN,Slim,Jemal,7,3,0,7,0,2,19,113,Bronze medal
1992,AUT,Gerhard,Kirchner,1,2,4,7,1,3,18,120,Bronze medal
1992,BGR,Jivko D.,Velev,7,1,0,7,0,3,18,120,Bronze medal
1992,IRN,Abbas,Colmakani,3,5,1,7,0,2,18,120,Bronze medal
1992,KOR,Young Su,Lee,4,7,0,7,0,0,18,120,Bronze medal
1992,VNM,Nguyễn,Hữu Cuong,7,7,2,0,0,2,18,120,Bronze medal
1992,ARG,Hstau Young,Liao,5,3,0,6,3,0,17,125,Bronze medal
1992,IND,Sachin Premsukh,Lodha,7,4,0,3,0,3,17,125,Bronze medal
1992,ISR,Alexander,Braverman,7,2,4,1,0,3,17,125,Bronze medal
1992,POL,Maciej,Radziejewski,0,6,7,0,0,4,17,125,Bronze medal
1992,TWN,Po-Yi,Huang,7,0,0,7,0,3,17,125,Bronze medal
1992,ARM,Vahan,Grigorian,7,1,0,5,0,3,16,130,Bronze medal
1992,ARM,Vahe,Poladian,7,0,0,5,1,3,16,130,Bronze medal
1992,CAN,Alexander,Nicholson,6,4,3,1,0,2,16,130,Bronze medal
1992,FRA,Marc,de Crisenoy,4,7,0,3,0,2,16,130,Bronze medal
1992,IND,Shobit,Sonakiya,2,5,0,5,0,4,16,130,Bronze medal
1992,KAZ,Gani,Nazirov,7,1,0,3,0,5,16,130,Bronze medal
1992,KAZ,Azamat,Sarsembaev,1,2,0,5,6,2,16,130,Bronze medal
1992,NOR,Qiao,Shuo-Wang,0,2,1,7,0,6,16,130,Bronze medal
1992,POR,Rui,Pereira,7,1,0,5,0,3,16,130,Bronze medal
1992,KOR,Jung Keun,Park,7,3,0,6,0,0,16,130,Bronze medal
1992,ESP,Roger Espel,Llima,5,7,0,1,0,3,16,130,Bronze medal
1992,VNM,Nguyễn,Thuy Linh,5,1,0,7,1,2,16,130,Bronze medal
1992,AUS,Frank,Calegari,7,4,0,2,0,2,15,142,Bronze medal
1992,AUS,Rupert,McCallum,5,7,0,0,1,2,15,142,Bronze medal
1992,AUT,Clemens,Heuberger,0,2,7,1,1,4,15,142,Bronze medal
1992,BLR,Sergei,Kuzmich,7,2,1,3,0,2,15,142,Bronze medal
1992,BRA,Daniel Victor,Tausk,0,6,0,5,3,1,15,142,Bronze medal
1992,CAN,Kevin,Kwan,7,4,0,2,0,2,15,142,Bronze medal
1992,PRK,Chol Man,Pak,6,2,0,5,0,2,15,142,Bronze medal
1992,ITA,Simone Mario,Cipolla,4,1,3,5,0,2,15,142,Bronze medal
1992,KAZ,Almas,Rymov,1,1,0,6,0,7,15,142,Bronze medal
1992,KAZ,Yevgeni,Yakovlev,7,1,0,0,0,7,15,142,Bronze medal
1992,NZL,Jeremy,Johnson,4,2,3,2,1,3,15,142,Bronze medal
1992,POL,Mikołaj,Rotkiewicz,7,0,0,4,0,4,15,142,Bronze medal
1992,SGP,Chee We,Ng,0,7,0,6,0,2,15,142,Bronze medal
1992,TWN,Shih-Chieh,Lin,3,1,1,6,0,4,15,142,Bronze medal
1992,TUR,C. Sinan,Güntürk,7,1,1,6,0,0,15,142,Bronze medal
1992,UKR,Vadim,Erinijuk,7,1,0,7,0,0,15,142,Bronze medal
1992,UKR,Sergei,Saprikin,0,1,5,0,7,2,15,142,Bronze medal
1992,YUG,Petar,Marković,7,0,0,6,0,2,15,142,Bronze medal
1992,AUT,Theresia,Eisenkölbl,0,3,1,7,1,2,14,160,Bronze medal
1992,BLR,Kirill,Evenkin,5,5,0,0,0,4,14,160,Bronze medal
1992,CYP,Giorgos,Zacharia,1,4,0,7,1,1,14,160,Bronze medal
1992,HKG,Wai-Yin,Chung,3,3,0,6,2,0,14,160,Bronze medal
1992,IND,Swaphil Arvind,Mahajan,3,1,1,6,0,3,14,160,Bronze medal
1992,ITA,Marco,Lombardi,0,5,0,6,0,3,14,160,Bronze medal
1992,JPN,Sanefumi,Moriyama,1,3,0,7,0,3,14,160,Bronze medal
1992,NOR,Carl Peter,Kirkeboe,7,2,0,5,0,0,14,160,Bronze medal
1992,POL,Norbert,Dojer,7,7,0,0,0,0,14,160,Bronze medal
1992,SGP,Siu Taur,Pang,0,4,0,7,0,3,14,160,Bronze medal
1992,TUR,Cem,Mutlugün,7,1,3,1,1,1,14,160,Bronze medal
1992,ARM,Ashot,Petrosian,7,1,0,5,0,0,13,171,Honourable mention
1992,AUS,Adrian,Banner,0,4,0,7,0,2,13,171,Honourable mention
1992,BEL,Jan,Ramon,4,3,0,5,0,1,13,171,
1992,BEL,Walter,Van Herck,0,3,0,7,1,2,13,171,Honourable mention
1992,BRA,Emerson Ferreira,Leite,7,2,3,1,0,0,13,171,Honourable mention
1992,CZS,Daniel,Štefankovič,5,4,0,0,0,4,13,171,
1992,DEN,Kirsten,Rosenkilde Kristensen,6,1,1,3,0,2,13,171,
1992,HKG,Wai Fun,Lee,3,1,0,7,0,2,13,171,Honourable mention
1992,IND,Kartik A.,Prasanna,7,1,0,3,0,2,13,171,Honourable mention
1992,MNG,Ochbadrakhyin,Chuluunbaatar,7,1,0,5,0,0,13,171,Honourable mention
1992,NLD,Leon,Jacobs,7,3,0,1,0,2,13,171,Honourable mention
1992,PHI,Michael Sia,Sy,7,1,1,3,0,1,13,171,Honourable mention
1992,KOR,Joon Hong,Park,6,2,0,5,0,0,13,171,
1992,SUI,Tomaž,Cedilnik,0,6,2,5,0,0,13,171,
1992,TWN,Chien-Chang,Tzeng,0,3,2,4,0,4,13,171,
1992,AUS,P.H.Lawrence,Ip,0,3,1,5,0,3,12,186,
1992,AUT,Harald,Paier,3,2,5,1,1,0,12,186,
1992,CIS,Arshak G.,Petrosian,7,2,0,0,1,2,12,186,Honourable mention
1992,HEL,Aikaterini,Terzoudi,0,3,0,7,0,2,12,186,Honourable mention
1992,HKG,Chi Wai,Lam,0,1,1,7,1,2,12,186,Honourable mention
1992,ITA,Marco,Cammi,0,5,3,2,0,2,12,186,
1992,KAZ,Yevgeni,Poroshenko,4,1,0,0,0,7,12,186,Honourable mention
1992,LVA,Valdis,Kauķis,0,3,1,3,0,5,12,186,
1992,NLD,Herman,Haverkort,0,1,7,0,0,4,12,186,Honourable mention
1992,NOR,Joakim,Bergli,7,1,1,3,0,0,12,186,Honourable mention
1992,POL,Mariusz,Szyposzyński,7,2,0,0,1,2,12,186,Honourable mention
1992,ESP,Marcos,Durantez Gamzukoff,7,1,0,3,1,0,12,186,Honourable mention
1992,CAN,Eric,Lai,0,2,0,7,0,2,11,198,Honourable mention
1992,COL,Bernardo,Uribe Jongbloed,5,1,0,1,0,4,11,198,
1992,FRA,Jean-Paul,Mohsen,1,2,0,6,0,2,11,198,
1992,HEL,Ioannis,Mavroidis,3,0,1,7,0,0,11,198,Honourable mention
1992,HUN,Tamás,Kálmán,0,2,2,6,0,1,11,198,
1992,ISL,Bjarni,Halldórsson,7,0,1,1,0,2,11,198,Honourable mention
1992,IRL,Kevin,McGerty,7,1,0,1,0,2,11,198,Honourable mention
1992,IRN,Hossein,Abbaspour,2,1,0,7,0,1,11,198,Honourable mention
1992,ISR,Mark,Goldschmidt,0,2,0,7,0,2,11,198,Honourable mention
1992,MEX,Antonio Alberto,Loaiza Rivera,0,3,0,1,0,7,11,198,Honourable mention
1992,MAR,Adil,Rechaï,5,4,0,2,0,0,11,198,
1992,TUR,Bariş,Fidan,6,2,0,1,0,2,11,198,
1992,ARG,Pablo Ariel,Milrud,0,3,0,7,0,0,10,210,Honourable mention
1992,AZE,A. C.,Achmedov,7,1,0,1,0,1,10,210,Honourable mention
1992,BRA,Fátima Luciana,da Rocha,0,5,0,4,1,0,10,210,
1992,BGR,Ivan S.,Velev,1,1,0,3,1,4,10,210,
1992,DEN,No,Netterstrøm,1,1,6,1,1,0,10,210,
1992,IDN,Victor,Kurniawan,0,0,4,6,0,0,10,210,
1992,ITA,Davide,Corticelli,0,3,7,0,0,0,10,210,Honourable mention
1992,ITA,Bruno,Martelli,0,4,0,0,1,5,10,210,
1992,LTU,Aidas,Sapnagis,6,1,0,0,0,3,10,210,
1992,MAC,Ka Veng,Yuen,4,1,0,2,1,2,10,210,
1992,MEX,Angel Emilio,de León Gutiérrez,2,1,0,7,0,0,10,210,Honourable mention
1992,MNG,Degzsurengyin,Batzoric,3,1,0,5,0,1,10,210,
1992,MNG,Ulambayar,Bayansangiin,4,4,1,0,1,0,10,210,
1992,MAR,Tarik,Tamim,7,1,0,0,0,2,10,210,Honourable mention
1992,AUT,Gerald,Hörhan,3,2,0,2,0,2,9,224,
1992,DEN,Frederik,Schaffalitzky,1,2,3,1,0,2,9,224,
1992,EST,Härmel,Nestra,6,0,0,1,0,2,9,224,
1992,IRL,Eoghan,Burns,0,3,2,1,0,3,9,224,
1992,LTU,Mindaugas,Kavaliauskas,2,1,1,5,0,0,9,224,
1992,SGP,Huei Chung,Teng,6,1,0,2,0,0,9,224,
1992,ESP,Alvaro,Begue Aguado,4,1,1,3,0,0,9,224,
1992,SUI,Roland,Oechslin,0,4,0,5,0,0,9,224,
1992,TUR,Onur,Menteş,1,1,0,5,0,2,9,224,
1992,ARM,Tigran,Grigorian,6,0,0,2,0,0,8,233,
1992,BLR,Stanislav,Sobolevsky,0,3,2,1,0,2,8,233,
1992,CUB,Hugo,de La Cruz Canc,0,1,0,7,0,0,8,233,Honourable mention
1992,FIN,Juha,Kivijarvi,4,2,0,2,0,0,8,233,
1992,FIN,Lari,Rajantie,3,1,0,2,0,2,8,233,
1992,IRL,Barrie,Gilligan,3,2,0,0,0,3,8,233,
1992,IRL,Michael,Sharpe,5,1,0,2,0,0,8,233,
1992,JPN,Yasuyuki,Shirano,0,1,0,7,0,0,8,233,Honourable mention
1992,MAC,Pang Leong,Wong,0,2,0,6,0,0,8,233,
1992,MNG,Dorjpalamyin,Enkhbayar,7,1,0,0,0,0,8,233,Honourable mention
1992,MAR,Malik,Benbrahim,5,1,0,0,0,2,8,233,
1992,MAR,Youssef,El Ouerkhaoui,0,5,0,3,0,0,8,233,
1992,MAR,Mohamed-Reda,Laraki,7,0,0,0,1,0,8,233,Honourable mention
1992,NOR,Oistein,Stemme,4,1,2,0,1,0,8,233,
1992,PHI,Alfonso P.,Gonzales III,0,2,0,2,0,4,8,233,
1992,SWE,Jànos,Barát,3,0,0,1,0,4,8,233,
1992,SWE,Per-Anders,Enkvist,0,4,0,4,0,0,8,233,
1992,SWE,Oskar,Malm,1,0,0,5,0,2,8,233,
1992,SUI,Joachim,Krieger,0,1,0,7,0,0,8,233,Honourable mention
1992,TUR,Oytun,Eskiyenentürk,0,3,0,4,0,1,8,233,
1992,COL,Omar,Srejuela,1,1,3,2,0,0,7,253,
1992,CUB,Janko,Hernandez Cortes,0,1,0,6,0,0,7,253,
1992,LTU,Darius,Krasauskas,0,1,3,0,1,2,7,253,
1992,NLD,Jan,de Wit,0,1,1,2,0,3,7,253,
1992,NZL,Andrew,Currie,2,1,1,2,0,1,7,253,
1992,NZL,Andrew,Firth,0,1,1,0,1,4,7,253,
1992,SGP,Wing Lup,Leong,2,4,0,1,0,0,7,253,
1992,SAF,Brian,Shand,0,3,0,0,0,4,7,253,
1992,TTO,Desmond,Deonanan,5,0,0,0,0,2,7,253,
1992,TTO,Anil,Roopnarine,0,2,1,2,0,2,7,253,
1992,ARG,Gustavo Ernesto,Massaccesi,0,1,4,1,0,0,6,263,
1992,ARG,Martin,Szew,5,1,0,0,0,0,6,263,
1992,BEL,Joël,Horowitz,1,3,0,2,0,0,6,263,
1992,CAN,Kevin,Cheung,0,2,0,4,0,0,6,263,
1992,COL,Federico,Ardila Mantilla,0,3,1,2,0,0,6,263,
1992,COL,Giovanni,Yañez,1,1,1,3,0,0,6,263,
1992,CYP,Miltos,Kambourides,1,1,0,1,0,3,6,263,
1992,PRK,Tae Sun,Lim,0,3,0,0,0,3,6,263,
1992,DEN,Bjarne,Knudsen,1,1,0,2,0,2,6,263,
1992,FIN,Simo,Suhonen,4,2,0,0,0,0,6,263,
1992,HEL,Konstantinos,Bartzis,0,1,0,5,0,0,6,263,
1992,IDN,Iko,Pramudiono,0,1,0,5,0,0,6,263,
1992,ISR,Avishai,Vanunu,0,1,1,2,0,2,6,263,
1992,KAZ,Aibatyr,Zhumagulov,2,1,0,3,0,0,6,263,
1992,MAC,Keng Wai,Chong,1,3,1,1,0,0,6,263,
1992,MNG,Dashzevgeyin,Battumur,0,1,0,5,0,0,6,263,
1992,NLD,Raoul,Trines,0,3,0,1,0,2,6,263,
1992,NZL,Lara,Wilcocks,0,1,1,2,1,1,6,263,
1992,POL,Konrad,Banaszek,0,4,0,0,1,1,6,263,
1992,POR,Filipe João Figueira,Ribeiro,1,1,2,2,0,0,6,263,
1992,POR,António Manuel,Salgueiro,1,1,0,3,1,0,6,263,
1992,SWE,Erik,Ouchterlony,0,1,0,5,0,0,6,263,
1992,THA,Jaroon,Rungamornrut,2,2,0,1,1,0,6,263,
1992,TTO,Christopher,Patrick,0,4,0,1,1,0,6,263,
1992,TUN,Riadh,Abid,0,0,0,3,0,3,6,263,
1992,TUR,Y. Selçuk,Ateşkan,0,1,4,0,1,0,6,263,
1992,BRA,Renato,de O. Caldas Madeira,1,2,1,1,0,0,5,289,
1992,COL,Alf Angel,Onshuus Nino,0,0,3,2,0,0,5,289,
1992,CYP,Panicos,Chalouvas,1,0,0,1,0,3,5,289,
1992,EST,Edith,Elkind,1,1,0,0,0,3,5,289,
1992,FIN,Ville,Voipio,0,3,0,2,0,0,5,289,
1992,MAC,Chon Meng,Wu,0,1,1,3,0,0,5,289,
1992,NZL,Kahn,Mason,0,1,2,2,0,0,5,289,
1992,POR,Miguel Jorge,Gil Mata,0,1,0,0,0,4,5,289,
1992,SAF,Andrew Howard,Cruise,1,1,0,2,1,0,5,289,
1992,ESP,Javier Ribon,Nerguedas,2,1,0,2,0,0,5,289,
1992,ESP,José Miguel A.,Riera,1,1,0,2,0,1,5,289,
1992,THA,Somrat,Jirawanichsakul,0,1,2,0,0,2,5,289,
1992,THA,Khamron,Mekchay,0,0,1,2,0,2,5,289,
1992,TUN,Tarak,Borchani,0,3,0,0,0,2,5,289,
1992,ARG,Nicolas,Stier,0,3,0,1,0,0,4,303,
1992,CYP,Panos,Protopapas,1,1,0,1,0,1,4,303,
1992,DEN,Jesper,Østergaard Jensen,2,1,0,1,0,0,4,303,
1992,EST,Jan,Villemson,0,1,3,0,0,0,4,303,
1992,HEL,Ioannis,Vetsikas,0,2,0,0,0,2,4,303,
1992,HKG,Yun Leung,Suen,0,1,0,3,0,0,4,303,
1992,IRL,Fergal,Daly,3,1,0,0,0,0,4,303,
1992,MAC,Chi Man,Lei,0,0,2,2,0,0,4,303,
1992,MEX,Héctor Raymundo,Flores Cantú,0,1,2,1,0,0,4,303,
1992,MEX,Juan Dámaso,Torres Rodríguez,1,1,1,1,0,0,4,303,
1992,MNG,Davaanyahyin,Batnasan,0,4,0,0,0,0,4,303,
1992,NLD,Timco,Visser,0,4,0,0,0,0,4,303,
1992,THA,Tanapong,Potipiti,0,4,0,0,0,0,4,303,
1992,TTO,Navin,Parasram,0,1,1,1,1,0,4,303,
1992,BRA,Yuke,Zhao,0,1,1,1,0,0,3,317,
1992,CYP,Panayiotis,Macrides,0,2,0,1,0,0,3,317,
1992,FIN,Erika,Andersson,0,1,0,0,0,2,3,317,
