year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
2002,SGP,Weiyu,Colin Tan,7,0,0,3,2,0,12,249,Honourable mention
2002,THA,Patompong,Ungprasert,1,1,0,7,3,0,12,249,Honourable mention
2002,TKM,Arslan,Berdimuradow,0,6,0,4,2,0,12,249,
2002,UNK,Gavin,Johnstone,6,0,1,4,1,0,12,249,
2002,UZB,Aziz,Jurakulov,0,7,0,4,1,0,12,249,Honourable mention
2002,UZB,Farruh,Shahidi,0,7,0,4,1,0,12,249,Honourable mention
2002,AUT,Franz,Jungreitmayer,7,1,0,1,2,0,11,266,Honourable mention
2002,BEL,Vincent,Malmédy,2,7,0,1,1,0,11,266,Honourable mention
2002,CUB,Franklin,Rivero Duarte,6,0,0,4,1,0,11,266,
2002,DEN,Flemming,von Essen,4,0,0,7,0,0,11,266,Honourable mention
2002,FIN,Miikka,Heikkinen,7,0,0,4,0,0,11,266,Honourable mention
2002,ISL,Eyvindur Ari,Pálsson,0,0,0,4,7,0,11,266,Honourable mention
2002,IRL,David,Murray,6,0,0,4,1,0,11,266,
2002,JPN,Masaki,Nishimoto,6,1,1,0,2,1,11,266,
2002,KGZ,Timur,Mambetov,7,0,0,4,0,0,11,266,Honourable mention
2002,LVA,Agnis,Liukis,7,1,0,3,0,0,11,266,Honourable mention
2002,MAS,Darren Chung Lee,Ong,4,0,0,7,0,0,11,266,Honourable mention
2002,MNG,Mendbayar,Bayambadorj,0,6,0,4,1,0,11,266,
2002,SWE,Carl,Nettelblad,7,0,0,3,1,0,11,266,Honourable mention
2002,UKR,Svyatoslav,Melnychenko,0,6,1,1,1,2,11,266,
2002,UZB,Shohruh,Ruzikulov,0,6,0,4,1,0,11,266,
2002,AUT,Alexander,Razen,0,7,0,3,0,0,10,281,Honourable mention
2002,CUB,Pavel,Silveira Díaz,1,7,0,1,1,0,10,281,Honourable mention
2002,CUB,Dagnier Antonio Curra,Sosa,0,1,1,7,1,0,10,281,Honourable mention
2002,EST,Aleksei,Lissitsin,1,0,0,7,2,0,10,281,Honourable mention
2002,EST,Ago-Erik,Riet,7,1,0,1,1,0,10,281,Honourable mention
2002,GEO,Salome,Vakhtangadze,0,6,0,2,2,0,10,281,
2002,ITA,Massimiliano,Patassini,0,1,0,7,2,0,10,281,Honourable mention
2002,LVA,Rihards,Opmanis,0,0,0,7,1,2,10,281,Honourable mention
2002,NOR,Jørgen,Avdal,5,0,0,4,1,0,10,281,
2002,POL,Michał,Jóźwikowski,1,0,1,7,1,0,10,281,Honourable mention
2002,SGP,Zhiwei Calvin,Lin,1,6,0,0,2,1,10,281,
2002,SUI,Alex,Maier,7,0,0,3,0,0,10,281,Honourable mention
2002,VEN,Fernando,Delgado,0,6,0,4,0,0,10,281,
2002,AUT,Karl,Rupp,0,0,1,7,1,0,9,294,Honourable mention
2002,AZE,Javid,Habibov,0,0,1,7,1,0,9,294,Honourable mention
2002,BEL,Antony,Trinh,0,0,1,7,1,0,9,294,Honourable mention
2002,COL,Santiago,Saavedra Pineda,1,1,0,7,0,0,9,294,Honourable mention
2002,CYP,Sofoklis,Zambirinis,0,5,0,4,0,0,9,294,
2002,IDN,Dhani,Wiryawan Susilo,0,1,0,7,1,0,9,294,Honourable mention
2002,NZL,Mike,Liu,6,1,0,1,1,0,9,294,
2002,NOR,Rune,Valle,0,7,0,0,2,0,9,294,Honourable mention
2002,SVN,Janez,Šter,2,6,0,0,1,0,9,294,
2002,SAF,Tamara,von Glehn,2,6,0,0,1,0,9,294,
2002,SUI,Florian,Schuler,7,0,0,2,0,0,9,294,Honourable mention
2002,TUN,Wided,Smati,0,7,0,0,2,0,9,294,Honourable mention
2002,UZB,Aleksey,Pak,6,0,1,1,1,0,9,294,
2002,VEN,Héctor,Chang,0,7,0,0,2,0,9,294,Honourable mention
2002,COL,Pedro,Alejandro Quintero Cabra,0,7,0,1,0,0,8,308,Honourable mention
2002,COL,Juan Carlos,Uribe Vega,1,0,0,7,0,0,8,308,Honourable mention
2002,CUB,Andrés Sánchez,García,0,7,0,0,1,0,8,308,Honourable mention
2002,CYP,Nikolas,Socratous,0,6,0,1,1,0,8,308,
2002,DEN,Søren,Brander,6,0,0,0,2,0,8,308,
2002,DEN,Martin,Wedel Jacobsen,0,6,0,0,2,0,8,308,
2002,GEO,Shota,Tsiskaridze,0,7,0,0,1,0,8,308,Honourable mention
2002,ISL,Helga,Ragnheiður Haraldsdóttir,0,0,0,7,1,0,8,308,Honourable mention
2002,ISL,Stefán,Þorvarðarson,7,0,0,0,1,0,8,308,Honourable mention
2002,MAS,Ahmad-Fahmi,Ismail,3,0,0,4,1,0,8,308,
2002,MAR,Mohamed,Ben Driss Alami,0,7,0,0,1,0,8,308,Honourable mention
2002,NLD,Taco,Vader,6,1,0,0,1,0,8,308,
2002,NZL,Pieta,Brown,0,0,0,7,1,0,8,308,Honourable mention
2002,PAR,Carlos,Eugenio Sauer Ayala,1,0,0,7,0,0,8,308,Honourable mention
2002,PER,Claudio,Espinoza,0,6,0,1,1,0,8,308,
2002,PHI,Samuel,Timothy Dy,0,0,0,7,1,0,8,308,Honourable mention
2002,POR,Andreia Maria,Hortense Gomes,5,0,0,3,0,0,8,308,
2002,PRI,Sherry,Gong,1,6,0,0,1,0,8,308,
2002,MDA,Ion,Budanaev,3,1,0,3,1,0,8,308,
2002,SVN,Erik,Štrumbelj,0,0,0,7,1,0,8,308,Honourable mention
2002,LKA,Nuwan,Didula De Silva,1,6,0,0,1,0,8,308,
2002,LKA,Sandun,Viraj Wimalaguna Kodituwa,1,7,0,0,0,0,8,308,Honourable mention
2002,MKD,Irina,Panovska,0,0,0,7,1,0,8,308,Honourable mention
2002,TKM,Batyr,Atayev,0,7,0,0,1,0,8,308,Honourable mention
2002,UZB,Khamza,Davletov,0,6,1,0,1,0,8,308,
2002,UZB,Doniyor,Nafasov,0,6,0,1,1,0,8,308,
2002,ARM,Artak,Vardanyan,0,6,0,0,1,0,7,334,
2002,BIH,Ivana,Mihajlović,0,6,0,0,1,0,7,334,
2002,DEN,Jacob,Kolind,6,0,0,0,1,0,7,334,
2002,DEN,Anne Marie,Svane,0,7,0,0,0,0,7,334,Honourable mention
2002,EST,Oleg,Košik,0,0,1,4,2,0,7,334,
2002,IRL,James,Wall,0,0,0,7,0,0,7,334,Honourable mention
2002,LTU,Ignas,Budvytis,0,0,0,6,1,0,7,334,
2002,LTU,Jonas,Kubilius,0,0,0,7,0,0,7,334,Honourable mention
2002,LUX,Sam,Meyer,0,0,0,7,0,0,7,334,Honourable mention
2002,MNG,Erdenebulgan,Damdinsuren,0,6,0,0,1,0,7,334,
2002,PER,Jorge,Tipe,0,6,0,0,1,0,7,334,
2002,MDA,Eugen,Ciur,0,6,0,0,1,0,7,334,
2002,MDA,Constantin,Jucovschi,6,0,0,0,1,0,7,334,
2002,ESP,José,Miguel Manzano Prego,6,0,0,0,1,0,7,334,
2002,MKD,Bojan,Prangoski,0,1,0,5,1,0,7,334,
2002,MKD,Dragan,Zahariev,1,0,0,5,1,0,7,334,
2002,TKM,Polat,Chariyew,0,6,0,0,1,0,7,334,
2002,UNK,Nathan,Bowler,3,1,1,1,1,0,7,334,
2002,ARM,Haik,Sedrakyan,0,6,0,0,0,0,6,352,
2002,AZE,Tural,Sadikov,0,1,0,4,1,0,6,352,
2002,HEL,Stefanos,Aivazidis,0,1,0,4,1,0,6,352,
2002,MAR,Ali,Zouiten,0,0,0,3,3,0,6,352,
2002,NOR,Jon,Marius Venstad,5,1,0,0,0,0,6,352,
2002,TTO,Yurie,Budhu,5,0,0,1,0,0,6,352,
2002,TTO,Kieron Scott,Singh,1,1,0,3,1,0,6,352,
2002,TUN,Bassem,Ammar,1,0,0,4,1,0,6,352,
2002,ALB,Evarist,Byberi,0,0,0,5,0,0,5,360,
2002,ARM,Avet,Grigoryan,0,0,0,4,1,0,5,360,
2002,AZE,Famil,Dostuev,0,0,0,4,1,0,5,360,
2002,HRV,Goran,Ljaljić,0,0,0,5,0,0,5,360,
2002,CYP,Charalampos,Varnava,0,0,0,4,1,0,5,360,
2002,CYP,Kyriakos,Zacharias,0,0,0,4,1,0,5,360,
2002,ISL,Höskuldur Pétur,Halldórsson,1,1,0,3,0,0,5,360,
2002,IDN,Ainun,Najib,2,1,0,0,2,0,5,360,
2002,KGZ,Pavel,Toktaliev,1,0,0,4,0,0,5,360,
2002,LTU,Andrius,Stankevicius,3,0,0,0,0,2,5,360,
2002,LUX,Marc,Kaufmann,0,0,0,4,1,0,5,360,
2002,MEX,Alan,Barreto Jaime,0,0,0,4,1,0,5,360,
2002,MAR,Anass,Ouazzani Chahidi,0,0,0,4,1,0,5,360,
2002,PRI,Carlos,X. Soto,0,1,0,4,0,0,5,360,
2002,SVN,Tone,Gradišek,1,0,0,4,0,0,5,360,
2002,SWE,Nils-Erik,Bomark,4,0,0,0,1,0,5,360,
2002,SUI,Samuel,Zuercher,0,0,1,4,0,0,5,360,
2002,MKD,Stojan,Trajanovski,0,0,0,2,3,0,5,360,
2002,AUT,Clemens,Koppensteiner,0,1,0,2,1,0,4,378,
2002,HKG,Suk Ling,Chau,2,0,0,1,1,0,4,378,
2002,IDN,Guntur,Sinardi,0,0,0,4,0,0,4,378,
2002,IRL,Diarmuid,Early,1,0,0,1,2,0,4,378,
2002,MAC,Loi,Long Chio,0,1,0,3,0,0,4,378,
2002,MAS,Yu-Sheng,Soon,0,0,0,4,0,0,4,378,
2002,MEX,Juan Ricardo,De la O Flores,0,0,0,3,1,0,4,378,
2002,MNG,Ankhbayar,Boldbaatar,0,0,0,4,0,0,4,378,
2002,NLD,Esther,Bod,0,0,0,3,1,0,4,378,
2002,PHI,Marc,Rainier Dy Ngo,0,0,0,4,0,0,4,378,
2002,SVN,Aleksandra,Franc,4,0,0,0,0,0,4,378,
2002,SUI,Julian,Kellerhals,2,0,0,1,1,0,4,378,
2002,TTO,Shavak,Sinanan,0,0,0,4,0,0,4,378,
2002,TUN,Yasser,Boulares,0,0,0,3,1,0,4,378,
2002,UKR,Taras,Matokhnyuk,0,0,0,0,1,3,4,378,
2002,ALB,Ariel,Apostoli,0,1,0,2,0,0,3,393,
2002,ARG,Alejandro,Deymonnaz,0,1,0,0,2,0,3,393,
2002,BEL,William,Vandenberghe,0,0,0,1,2,0,3,393,
2002,BEL,Frédéric,Vanhove,1,1,0,0,1,0,3,393,
2002,BIH,Emil,Ilic-Georgijević,0,1,0,0,2,0,3,393,
2002,HEL,Athanasios,Papaioannou,1,0,1,0,1,0,3,393,
2002,GTM,Pedro Fernando,Morales Almazán,0,1,0,1,1,0,3,393,
2002,IDN,Michael,Samaradana Putr,0,0,0,0,3,0,3,393,
2002,MEX,Rodrigo Jesús,Hernández Gutiérrez,0,1,0,0,2,0,3,393,
2002,MAR,Mohammed,Miri,0,1,0,0,2,0,3,393,
2002,NOR,David,Narum,0,0,0,3,0,0,3,393,
2002,PAR,Ingo,Dyck Harder,0,0,0,3,0,0,3,393,
2002,PHI,Raymund Christopher,Cuesico,0,0,0,3,0,0,3,393,
2002,POR,Luís Alexandre Meira,Fernandes Alves Pereira,1,0,0,2,0,0,3,393,
2002,PRI,Carlos,Fonseca,1,0,0,1,1,0,3,393,
2002,ESP,Daniel Rodrigo,López,1,0,0,2,0,0,3,393,
2002,ESP,David García,Soriano,0,0,1,0,2,0,3,393,
2002,ARM,Grigor,Aghanyan,0,0,0,1,1,0,2,410,
2002,AZE,Fuad,Hamidli,0,0,0,1,1,0,2,410,
2002,HRV,Tomislav,Gracin,0,0,0,1,1,0,2,410,
2002,HEL,Konstantinos,Stavropoulos,0,1,0,0,1,0,2,410,
2002,ISL,Þorbjörn,Guðmundsson,1,0,0,1,0,0,2,410,
2002,ISL,Líney Halla,Kristinsdóttir,0,1,0,0,1,0,2,410,
2002,IRL,EJ,Daly,0,0,0,1,1,0,2,410,
2002,LVA,Valts,Sondors,0,0,0,0,2,0,2,410,
2002,MAR,Anass,Nifa,0,0,0,0,2,0,2,410,
2002,NLD,Misha,Stassen,1,0,1,0,0,0,2,410,
2002,PHI,Ryan Jerome,Chua,1,0,0,1,0,0,2,410,
2002,POR,Iat Fong,António Lei,1,0,0,1,0,0,2,410,
2002,POR,Soraia Alexandra,Osório C. Pimenta,0,0,0,2,0,0,2,410,
2002,SVN,Tine,Porenta,0,0,0,1,1,0,2,410,
2002,ESP,Susana,Ladra González,0,0,0,1,1,0,2,410,
2002,TTO,Andrew,Affoo,0,0,0,0,2,0,2,410,
2002,TTO,Abuenameh,Aiyejina,0,0,0,0,2,0,2,410,
2002,TTO,Sarasvati,Bahadursingh,1,0,0,0,1,0,2,410,
2002,TUN,Mohamed,Lakhdar,0,0,0,1,1,0,2,410,
2002,TKM,Umar,Samandarov,0,0,0,2,0,0,2,410,
2002,VEN,Aurora,Stephany,0,0,0,2,0,0,2,410,
2002,ALB,Dritan,Tako,0,0,0,1,0,0,1,431,
2002,ARM,Vahan,Simonyan,1,0,0,0,0,0,1,431,
2002,AUT,Stefan,Löffler,0,0,0,0,1,0,1,431,
2002,AZE,Azer,Karimov,0,0,0,0,1,0,1,431,
2002,BIH,Miloš,Radoičić,0,0,0,0,1,0,1,431,
2002,CYP,Marios,Pantziaras,0,0,0,0,1,0,1,431,
2002,CYP,Matheos,Stylianou,0,0,0,0,1,0,1,431,
2002,ECU,Romnie Alberto,Acosta Castro,0,1,0,0,0,0,1,431,
2002,ECU,David Leonardo,Barzallo Correa,0,0,0,1,0,0,1,431,
2002,ECU,Eduardo,Vallarino Vernaza,0,0,0,1,0,0,1,431,
2002,EST,Dmitri,Petšonkin,0,1,0,0,0,0,1,431,
2002,GTM,Michaelle,Perez,0,0,0,0,1,0,1,431,
2002,IDN,Syafri,Bahar,0,0,0,1,0,0,1,431,
2002,IRL,Jerry,Buckley,0,0,0,0,1,0,1,431,
2002,KWT,Ali,Alsaibie,0,0,0,1,0,0,1,431,
2002,KWT,Mekdad,Asad Allah,0,0,0,1,0,0,1,431,
2002,KGZ,Nurdin,Takenov,0,0,0,0,1,0,1,431,
2002,MAC,Chou,Tat Hoi,0,0,0,0,1,0,1,431,
2002,MAS,Muhammad-Ikhwan,Azla,0,0,0,1,0,0,1,431,
2002,MAS,Jonathan,Ramachandran,0,0,0,0,1,0,1,431,
2002,MAS,Ta-Sheng,Tan,0,0,0,0,1,0,1,431,
2002,PHI,Heindrick Franell,Cu,0,0,0,1,0,0,1,431,
2002,PRI,José,F. Alegría,0,0,0,1,0,0,1,431,
2002,MDA,Alexei,Dercaci,0,1,0,0,0,0,1,431,
2002,SAF,Theo,Mokgatlhe,0,0,0,0,1,0,1,431,
2002,SUI,Stefan,Binder,0,0,0,1,0,0,1,431,
2002,TUN,Jihad,Harrath,0,0,0,0,1,0,1,431,
2002,URY,Eduardo,Senturión,0,0,0,1,0,0,1,431,
2002,ALB,Kreshnik,Xhangolli,0,0,0,0,0,0,0,459,
2002,ALB,Siditan,Zagani,0,0,0,0,0,0,0,459,
2002,BIH,Aleksandar,Mlađenović,0,0,0,0,0,0,0,459,
2002,ECU,Johan,Chon,0,0,0,0,0,0,0,459,
2002,ECU,Andrew,Cornejo,0,0,0,0,0,0,0,459,
2002,ECU,German,Valencia,0,0,0,0,0,0,0,459,
2002,GTM,Ricardo,Moll,0,0,0,0,0,0,0,459,
2002,IRL,Michael,White,0,0,0,0,0,0,0,459,
2002,KWT,Jasem,Al-Jraidan,0,0,0,0,0,0,0,459,
2002,KWT,Fahad,Almodaian,0,0,0,0,0,0,0,459,
2002,KGZ,Aktanbek,Aidarov,0,0,0,0,0,0,0,459,
2002,MAC,Choi,Iok Lam,0,0,0,0,0,0,0,459,
2002,POR,João Eduardo,Casalta Lopes,0,0,0,0,0,0,0,459,
2002,POR,Tiago,Dinis da Fonseca,0,0,0,0,0,0,0,459,
2002,PRI,Marcos,Berríos,0,0,0,0,0,0,0,459,
2002,PRI,María,Rossi,0,0,0,0,0,0,0,459,
2002,LKA,Roshan,Lakmal Gunarathna,0,0,0,0,0,0,0,459,
2002,LKA,Ramesh,Selvaraj,0,0,0,0,0,0,0,459,
2002,SWE,Cecilia,Holmgren,0,0,0,0,0,0,0,459,
2002,TUN,Fehmi,Mabrouk,0,0,0,0,0,0,0,459,
2002,TKM,Mergen,Orazmuhammedov,0,0,0,0,0,0,0,459,
2003,CHN,Yunhao,Fu,7,7,7,7,7,7,42,1,Gold medal
2003,VNM,Bảo,Lê Hùng Việt,7,7,7,7,7,7,42,1,Gold medal
2003,VNM,Trọng Cảnh,Nguyễn,7,7,7,7,7,7,42,1,Gold medal
2003,BGR,Kaloyan,Slavov,7,7,7,7,7,6,41,4,Gold medal
2003,BGR,Rumen,Zarev,7,7,6,7,6,7,40,5,Gold medal
2003,BGR,Iliya,Tsekov,7,3,7,7,7,7,38,6,Gold medal
2003,ROU,Ana,Caraiani,7,7,3,7,7,7,38,6,Gold medal
2003,RUS,Oleg,Gol'berg,7,3,7,7,7,7,38,6,Gold medal
2003,BGR,Rosen,Dimitrov Kralev,7,7,7,7,7,2,37,9,Gold medal
2003,BGR,Aleksandar Dimitrov,Lishkov,2,7,7,7,7,7,37,9,Gold medal
2003,CHN,Wei,Wang,7,7,7,7,7,2,37,9,Gold medal
2003,GER,Christian,Reiher,7,7,7,7,1,7,36,12,Gold medal
2003,CHN,Zhen,Xiang,7,7,7,7,7,1,36,12,Gold medal
2003,RUS,Nikolay,Gravin,7,7,7,7,7,1,36,12,Gold medal
2003,USA,Po-Ru,Loh,7,7,7,7,7,1,36,12,Gold medal
2003,CHN,Jiacong,Fang,7,7,7,7,7,0,35,16,Gold medal
2003,KOR,June Hyuk,Jung,7,7,0,7,7,7,35,16,Gold medal
2003,USA,Daniel,Kane,7,7,0,7,7,7,35,16,Gold medal
2003,BGR,Dobromir,Rahnev,7,3,7,7,3,7,34,19,Gold medal
2003,CHN,Xin,Wan,7,5,0,7,7,7,33,20,Gold medal
2003,USA,Aaron,Pixton,7,7,4,7,7,1,33,20,Gold medal
2003,USA,Anders,Kaseorg,7,7,7,7,1,3,32,22,Gold medal
2003,CAN,Olena,Bormashenko,7,3,7,7,7,0,31,23,Gold medal
2003,THA,Thanasin,Nampaisarn,7,3,0,7,7,7,31,23,Gold medal
2003,TUR,Selim,Bahadır,7,3,0,7,7,7,31,23,Gold medal
2003,CAN,Jacob,Tsimerman,7,7,7,7,1,1,30,26,Gold medal
2003,KOR,Yeo-Il,Yoon,7,7,1,7,7,1,30,26,Gold medal
2003,UKR,Varvara,Shepelska,7,7,7,7,2,0,30,26,Gold medal
2003,ARG,Carlos,di Fiore,7,7,0,7,1,7,29,29,Gold medal
2003,BLR,Victoria,Lebed,7,7,0,7,7,1,29,29,Gold medal
2003,HUN,Béla András,Rácz,7,7,0,7,7,1,29,29,Gold medal
2003,JPN,Masaki,Nishimoto,7,7,0,7,7,1,29,29,Gold medal
2003,KAZ,Kuat,Yessenov,7,7,0,7,7,1,29,29,Gold medal
2003,POL,Marcin,Pilipczuk,7,7,0,7,7,1,29,29,Gold medal
2003,RUS,Andrey,Badzyan,7,7,0,7,7,1,29,29,Gold medal
2003,TWN,Shao-Lun,Huang,7,7,0,7,7,1,29,29,Gold medal
2003,UNK,Paul,Jefferys,7,7,0,7,7,1,29,29,Gold medal
2003,ISR,Alexey,Entin,7,5,0,7,2,7,28,38,Silver medal
2003,JPN,Yoshiki,Oshima,7,7,0,7,7,0,28,38,Silver medal
2003,CHN,You,Zhou,7,7,0,7,7,0,28,38,Silver medal
2003,POL,Paweł,Januszewski,7,7,0,7,7,0,28,38,Silver medal
2003,KOR,Byoung Hyuck,Kim,5,7,0,7,2,7,28,38,Silver medal
2003,MDA,Iurie,Boreico,7,7,0,7,7,0,28,38,Silver medal
2003,TUR,Nizameddin,Ordulu,2,5,0,7,7,7,28,38,Silver medal
2003,UNK,Jennifer,Gardner,7,7,0,7,7,0,28,38,Silver medal
2003,HUN,Demeter,Kiss,7,7,0,7,1,5,27,46,Silver medal
2003,USA,Mark,Lipson,7,5,0,7,7,1,27,46,Silver medal
2003,FRA,Olivier,Benoist,7,5,0,7,7,0,26,48,Silver medal
2003,VNM,Dang Khoa,Nguyễn,7,5,0,7,7,0,26,48,Silver medal
2003,IRN,Hessam,Mahdavifar,7,3,0,7,1,7,25,50,Silver medal
2003,KAZ,Baurzhan,Bektemirov,7,3,0,7,6,2,25,50,Silver medal
2003,ROU,Andrei,Ştefănescu,7,5,0,7,5,1,25,50,Silver medal
2003,RUS,Yury,Volkov,7,3,0,7,7,1,25,50,Silver medal
2003,TUR,Selman,Erol,7,3,0,7,7,1,25,50,Silver medal
2003,USA,Yan,Zhang,7,3,0,7,7,1,25,50,Silver medal
2003,GEO,Nikoloz,Jimsheleishvili,7,3,0,7,7,0,24,56,Silver medal
2003,MNG,Sainbayar,Sukhbaatar,7,2,0,7,7,1,24,56,Silver medal
2003,KOR,Serin,Hong,7,2,0,7,7,1,24,56,Silver medal
2003,HUN,Péter Pál,Pach,7,7,0,7,1,1,23,59,Silver medal
2003,IND,Vipul,Naik,7,0,7,7,1,1,23,59,Silver medal
2003,ISR,Alexander,Kemarsky,7,5,0,3,1,7,23,59,Silver medal
2003,NOR,David,Kunszenti-Kovács,7,6,1,7,1,1,23,59,Silver medal
2003,RUS,Dmitry,Shiryaev,7,7,0,7,1,1,23,59,Silver medal
2003,SCG,Aleksandar,Ilić,7,1,1,7,7,0,23,59,Silver medal
2003,SCG,Marko,Radovanović,7,2,0,7,7,0,23,59,Silver medal
2003,TUR,Fatih,Deniz,7,7,0,7,1,1,23,59,Silver medal
2003,UKR,Maksym,Katsev,7,7,0,7,0,2,23,59,Silver medal
2003,VNM,Dang Hop,Nguyễn,2,7,0,7,7,0,23,59,Silver medal
2003,AUS,Laurence,Field,7,7,0,7,1,0,22,69,Silver medal
2003,AZE,Javid,Habibov,7,1,0,7,7,0,22,69,Silver medal
2003,BLR,Igor,Khrol,7,7,0,7,1,0,22,69,Silver medal
2003,BLR,Kanstantsin,Pashkovich,7,7,0,7,1,0,22,69,Silver medal
2003,BEL,Cédric,Troessaert,7,7,0,7,1,0,22,69,Silver medal
2003,HEL,Michail,Rassias,7,7,0,7,1,0,22,69,Silver medal
2003,HKG,Tsz Chiu,Kwok,1,7,0,7,7,0,22,69,Silver medal
2003,HUN,Endre,Csóka,7,3,3,7,2,0,22,69,Silver medal
2003,IND,Shubhangi,Saraf,7,7,0,7,1,0,22,69,Silver medal
2003,JPN,Kei,Irie,5,2,0,7,1,7,22,69,Silver medal
2003,KAZ,Baurzhan,Urgunshbayev,7,7,0,7,1,0,22,69,Silver medal
2003,ROU,Andrei,Negut,7,0,0,7,7,1,22,69,Silver medal
2003,ROU,Claudiu,Raicu,7,7,0,7,1,0,22,69,Silver medal
2003,THA,Sira,Sriswasdi,7,1,0,7,7,0,22,69,Silver medal
2003,IND,Swarnendu,Datta,7,5,0,7,1,1,21,83,Silver medal
2003,IRN,Mohammad Amin,Khajehnejad,2,3,0,7,2,7,21,83,Silver medal
2003,JPN,Yuji,Odaka,7,2,0,7,4,1,21,83,Silver medal
2003,POL,Aleksander,Zabłocki,7,7,0,7,0,0,21,83,Silver medal
2003,KOR,Jaehyeok,Heo,2,3,0,7,7,2,21,83,Silver medal
2003,ROU,Gabriel-Emanuel,Kreindler,5,1,0,7,7,1,21,83,Silver medal
2003,TWN,Chung-Heng,Yeh,7,3,0,7,4,0,21,83,Silver medal
2003,UKR,Dmytro,Gordon,7,0,0,7,7,0,21,83,Silver medal
2003,UZB,Doniyor,Nafasov,0,7,0,7,7,0,21,83,Silver medal
2003,VNM,Tien Viet,Nguyễn,1,5,0,7,7,1,21,83,Silver medal
2003,ARG,Yue,Yang,7,5,0,7,1,0,20,93,Silver medal
2003,CZE,Jan,Moláček,5,7,0,7,1,0,20,93,Silver medal
2003,GER,Richard,Bamler,7,2,0,7,2,2,20,93,Silver medal
2003,IND,Nikhil Ashok,Savale,7,5,0,6,1,1,20,93,Silver medal
2003,TWN,Daw-Sen,Hwang,2,3,0,7,7,1,20,93,Silver medal
2003,AUS,Daniel,Nadasi,7,3,0,7,1,1,19,98,Silver medal
2003,BRA,Fábio Dias,Moreira,7,3,0,7,1,1,19,98,Silver medal
2003,FRA,Pierre,Simon,7,5,0,7,0,0,19,98,Silver medal
2003,GER,Michael,Tyomkyn,7,3,0,7,1,1,19,98,Silver medal
2003,HKG,Hok Pun,Yu,7,7,3,0,1,1,19,98,Silver medal
2003,IRN,Ahmad,Peivandi Karizbodaghi,7,2,0,7,1,2,19,98,Silver medal
2003,KOR,Kyeong Su,Choi,7,7,0,4,1,0,19,98,Silver medal
2003,SCG,Aleksandar,Pejčev,2,2,0,7,7,1,19,98,Silver medal
2003,UNK,Martin,Orr,7,3,0,7,1,1,19,98,Silver medal
2003,BRA,Alex Corrêa,Abreu,7,3,0,7,1,0,18,107,Bronze medal
2003,BRA,Samuel Barbosa,Feitosa,2,2,0,7,0,7,18,107,Bronze medal
2003,CAN,Robert,Barrington Leigh,7,3,0,7,1,0,18,107,Bronze medal
2003,HRV,Rudi,Mrazović,7,3,0,7,1,0,18,107,Bronze medal
2003,FRA,Alexandre,Boritchev,7,3,0,7,1,0,18,107,Bronze medal
2003,GEO,Giorgi,Merabishvili,7,2,0,7,2,0,18,107,Bronze medal
2003,IRN,Seyed Gholamhosein,Mohimani Emamzadeh,7,3,0,7,1,0,18,107,Bronze medal
2003,ISR,Vadim,Sheyn,2,7,0,7,1,1,18,107,Bronze medal
2003,MEX,Marco Antonio,Figueroa Ibarra,7,1,0,7,3,0,18,107,Bronze medal
2003,MNG,Gerelt,Tserenjigmid,2,7,0,7,0,2,18,107,Bronze medal
2003,PRI,Sherry,Gong,7,3,0,7,1,0,18,107,Bronze medal
2003,SGP,Wei En Joel,Tay,7,3,0,7,0,1,18,107,Bronze medal
2003,SWE,Valentina,Chapovalova,7,3,0,7,1,0,18,107,Bronze medal
2003,TWN,Hsin-Yu,Chao,7,3,0,7,1,0,18,107,Bronze medal
2003,THA,Tirasan,Khandhawit,2,3,0,7,6,0,18,107,Bronze medal
2003,UNK,Gavin,Johnstone,7,3,0,7,1,0,18,107,Bronze medal
2003,VNM,Nhat Huy,Vũ,2,7,0,7,1,1,18,107,Bronze medal
2003,BLR,Stanislau,Arkhipau,7,2,0,7,1,0,17,124,Bronze medal
2003,BEL,Antony,Trinh,7,3,0,7,0,0,17,124,Bronze medal
2003,BIH,Milanka,Janković,7,2,0,7,1,0,17,124,Bronze medal
2003,BRA,Davi Máximo Alexandrino,Nogueira,2,3,0,7,4,1,17,124,Bronze medal
2003,HRV,Marko,Živković,0,3,0,7,7,0,17,124,Bronze medal
2003,IND,Anand,Deopurkar,7,1,0,7,1,1,17,124,Bronze medal
2003,IRN,Mohammad Abbas,Rezaei,2,7,0,7,0,1,17,124,Bronze medal
2003,ISR,Eran,Assaf,2,7,0,7,1,0,17,124,Bronze medal
2003,ISR,Yehonatan,Yedidia,7,3,0,7,0,0,17,124,Bronze medal
2003,JPN,Tomohiro,Nagasaka,7,1,0,7,1,1,17,124,Bronze medal
2003,SCG,Jelena,Milanović,7,2,0,7,1,0,17,124,Bronze medal
2003,TWN,Chin-Yi,Lin,7,3,0,7,0,0,17,124,Bronze medal
2003,UNK,Nathan,Bowler,7,3,0,5,1,1,17,124,Bronze medal
2003,UNK,David,Fidler,7,3,0,7,0,0,17,124,Bronze medal
2003,BLR,Uladzimir,Kokarau,7,1,0,7,1,0,16,138,Bronze medal
2003,BIH,Jusuf,Ramić,7,2,0,7,0,0,16,138,Bronze medal
2003,CAN,Tianyi (David),Han,1,7,0,7,1,0,16,138,Bronze medal
