"Timestamp","Borderlands 1","Borderlands 2","Borderlands Pre-Sequel ","Borderlands 3"
"2019/08/16 3:19:04 pm GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 3:21:24 pm GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/16 3:28:01 pm GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 3:37:14 pm GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/16 3:52:10 pm GMT+3","Brick","Maya","Athena","Moze"
"2019/08/16 3:53:25 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 4:02:43 pm GMT+3","Mordecai","Krieg","Aurelia","Zane"
"2019/08/16 4:03:44 pm GMT+3","Brick","Axton","Wilhelm","Fl4k"
"2019/08/16 4:04:26 pm GMT+3","Mordecai","Maya","Wilhelm","Moze"
"2019/08/16 4:14:40 pm GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 4:21:01 pm GMT+3","Lilith","Krieg","Jack","Zane"
"2019/08/16 4:33:17 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 4:37:39 pm GMT+3","Mordecai","Gaige","Wilhelm","Fl4k"
"2019/08/16 4:38:46 pm GMT+3","","Krieg","Athena","Amara"
"2019/08/16 4:42:36 pm GMT+3","Lilith","Zer0","Nisha","Fl4k"
"2019/08/16 4:44:06 pm GMT+3","Mordecai","Salvador","Athena","Zane"
"2019/08/16 4:45:06 pm GMT+3","Mordecai","Zer0","Nisha","Moze"
"2019/08/16 4:49:35 pm GMT+3","Lilith","","","Fl4k"
"2019/08/16 4:55:02 pm GMT+3","Brick","Krieg","Claptrap","Moze"
"2019/08/16 4:56:27 pm GMT+3","Mordecai","Krieg","","Amara"
"2019/08/16 4:58:30 pm GMT+3","","Zer0","","Fl4k"
"2019/08/16 5:00:40 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 5:03:30 pm GMT+3","Roland","Axton","Athena","Fl4k"
"2019/08/16 5:08:44 pm GMT+3","Lilith","Salvador","Aurelia","Zane"
"2019/08/16 5:09:16 pm GMT+3","Lilith","Maya","Athena",""
"2019/08/16 5:27:55 pm GMT+3","Lilith","Maya","Aurelia","Zane"
"2019/08/16 5:33:33 pm GMT+3","Brick","Axton","Athena","Fl4k"
"2019/08/16 5:36:27 pm GMT+3","Lilith","Gaige","Jack","Fl4k"
"2019/08/16 5:38:11 pm GMT+3","Roland","Gaige","","Zane"
"2019/08/16 5:43:03 pm GMT+3","Lilith","Maya","Aurelia","Moze"
"2019/08/16 5:43:08 pm GMT+3","Lilith","Maya","Aurelia","Moze"
"2019/08/16 5:45:46 pm GMT+3","Lilith","Axton","Aurelia","Amara"
"2019/08/16 5:47:54 pm GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 5:50:23 pm GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/16 5:57:35 pm GMT+3","Mordecai","Maya","Athena","Zane"
"2019/08/16 6:02:14 pm GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 6:03:32 pm GMT+3","Brick","Maya","Aurelia","Amara"
"2019/08/16 6:09:04 pm GMT+3","Lilith","Salvador","Athena","Fl4k"
"2019/08/16 6:13:56 pm GMT+3","Lilith","Axton","Wilhelm","Amara"
"2019/08/16 6:21:28 pm GMT+3","Roland","Axton","Jack","Fl4k"
"2019/08/16 6:22:41 pm GMT+3","Lilith","Salvador","Nisha","Fl4k"
"2019/08/16 6:24:01 pm GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/16 6:27:44 pm GMT+3","Mordecai","Krieg","Jack","Amara"
"2019/08/16 6:42:56 pm GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 6:51:22 pm GMT+3","Brick","Maya","Athena","Fl4k"
"2019/08/16 7:01:48 pm GMT+3","Roland","Zer0","Claptrap","Zane"
"2019/08/16 7:15:04 pm GMT+3","Brick","Salvador","Athena","Moze"
"2019/08/16 7:20:22 pm GMT+3","Roland","Zer0","Nisha","Zane"
"2019/08/16 7:20:53 pm GMT+3","Brick","Axton","Wilhelm","Moze"
"2019/08/16 7:21:06 pm GMT+3","Brick","Axton","Wilhelm","Moze"
"2019/08/16 7:37:01 pm GMT+3","Mordecai","Gaige","Wilhelm","Fl4k"
"2019/08/16 7:54:51 pm GMT+3","Roland","Salvador","Nisha","Moze"
"2019/08/16 8:11:32 pm GMT+3","Mordecai","Salvador","Jack","Fl4k"
"2019/08/16 8:11:57 pm GMT+3","Mordecai","Maya","Athena","Fl4k"
"2019/08/16 8:22:06 pm GMT+3","Mordecai","Krieg","Wilhelm","Moze"
"2019/08/16 8:47:29 pm GMT+3","Mordecai","Zer0","Aurelia","Zane"
"2019/08/16 8:50:46 pm GMT+3","Brick","Zer0","Athena","Fl4k"
"2019/08/16 9:02:22 pm GMT+3","Mordecai","Axton","Jack","Zane"
"2019/08/16 9:25:57 pm GMT+3","Mordecai","Gaige","Wilhelm","Fl4k"
"2019/08/16 9:28:42 pm GMT+3","Mordecai","Maya","Claptrap","Moze"
"2019/08/16 9:48:01 pm GMT+3","Mordecai","Maya","Athena","Fl4k"
"2019/08/16 9:51:40 pm GMT+3","Brick","Axton","Athena","Fl4k"
"2019/08/16 9:55:05 pm GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/16 10:06:17 pm GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 10:21:24 pm GMT+3","Lilith","Maya","Claptrap","Amara"
"2019/08/16 10:27:54 pm GMT+3","Lilith","Salvador","Jack","Moze"
"2019/08/16 10:37:45 pm GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 10:48:16 pm GMT+3","Mordecai","Zer0","Wilhelm","Moze"
"2019/08/16 11:44:01 pm GMT+3","Mordecai","Krieg","Wilhelm","Moze"
"2019/08/16 11:58:29 pm GMT+3","Brick","Krieg","Claptrap","Moze"
"2019/08/17 12:10:41 am GMT+3","Lilith","Maya","","Fl4k"
"2019/08/17 12:23:31 am GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/17 12:40:59 am GMT+3","Roland","Axton","Claptrap","Moze"
"2019/08/17 1:01:15 am GMT+3","Lilith","Gaige","Claptrap","Moze"
"2019/08/17 1:24:43 am GMT+3","Mordecai","Krieg","Nisha","Zane"
"2019/08/17 1:29:32 am GMT+3","Mordecai","Gaige","Claptrap","Fl4k"
"2019/08/17 2:02:17 am GMT+3","Lilith","Krieg","Claptrap","Zane"
"2019/08/17 2:02:29 am GMT+3","Lilith","Krieg","Aurelia","Zane"
"2019/08/17 5:08:50 am GMT+3","Lilith","Zer0","Athena","Amara"
"2019/08/17 5:48:06 am GMT+3","","Axton","","Fl4k"
"2019/08/17 6:07:52 am GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/17 6:22:30 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/17 6:27:17 am GMT+3","Roland","Zer0","Nisha","Moze"
"2019/08/17 6:48:46 am GMT+3","Roland","Axton","Nisha","Zane"
"2019/08/17 10:53:06 am GMT+3","","","Athena",""
"2019/08/17 10:53:12 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/17 3:38:24 pm GMT+3","Mordecai","Maya","Athena","Amara"
"2019/08/17 6:21:01 pm GMT+3","Lilith","Maya","Aurelia","Amara"
"2019/08/17 6:47:24 pm GMT+3","Mordecai","Salvador","Claptrap","Fl4k"
"2019/08/17 6:47:35 pm GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/17 7:59:23 pm GMT+3","Lilith","Zer0","Jack","Zane"
"2019/08/17 8:35:38 pm GMT+3","Mordecai","Krieg","Claptrap","Fl4k"
"2019/08/18 1:05:15 am GMT+3","Brick","Salvador","Jack",""
"2019/08/18 6:12:02 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/18 7:14:55 am GMT+3","Lilith","Krieg","Claptrap","Fl4k"
"2019/08/18 7:50:03 am GMT+3","Brick","Salvador","Claptrap","Moze"
"2019/08/18 8:22:51 am GMT+3","Lilith","Zer0","Claptrap","Fl4k"
